name,keggId,formula,mass
Precorrin 1,C15527,C41H46N4O16,850.29079
3-Acetoacetyl-CoA~Acetoacetyl coenzyme A~Acetoacetyl-CoA~acetoacetyl-CoA(4-),C00332,C25H36N7O18P3S~C25H40N7O18P3S,851.13622
(S)-2-Methylbutanoyl-CoA~2-Methylbutanoyl-CoA~2-Methylbutyryl-CoA~3-Methylbutanoyl-CoA~Isovaleryl-CoA~M_2_Methyl_butyryl_CoA~Pentanoyl-CoA,C00888~C01033~C02939~C15980,C26H40N7O17P3S~C26H44N7O17P3S,851.17261
ferroheme a~Heme A,C15670,C49H54N4O6Fe~C49H56FeN4O6,852.35488
1-Phosphatidyl-D-myo-inositol,,C44H85O13P,852.572715
Malonyl coenzyme A~Malonyl-CoA~malonyl-CoA(5-),C00083,C24H33N7O19P3S~C24H38N7O19P3S,853.11548
(3R)-3-Hydroxybutanoyl-CoA~(R)-3-Hydroxybutanoyl-CoA~(R)-3-hydroxybutanoyl-CoA(4-)~(S)-3-Hydroxybutanoyl-CoA~(S)-3-hydroxybutanoyl-CoA(4-)~(S)-3-Hydroxybutyryl-CoA~(S)-3-Hydroxyisobutyryl-CoA,C01144~C03561~C06000,C25H38N7O18P3S~C25H42N7O18P3S,853.15187
Hydroxymethylbilane~preuroporphyrinogen(8-),C01024,C40H38N4O17~C40H46N4O17,854.2857
"(2Z,6Z,10Z,14Z,18Z,22Z,26Z,30Z,34E)-Decaprenyl diphosphate~trans,polycis-decaprenyl diphosphate",C18321,C50H81O7P2~C50H84O7P2,858.56919
Sirohydrochlorin~sirohydrochlorin(8-),C05778,C42H38N4O16~C42H46N4O16,862.29079
(2E)-Hexenoyl-CoA~trans-Hex-2-enoyl-CoA,C05271,C27H40N7O17P3S~C27H44N7O17P3S,863.17261
Dihydrosirohydrochlorin~Precorrin 2~precorrin-2(7-),C02463,C42H41N4O16~C42H48N4O16,864.30644
2-Methyl-3-acetoacetyl-CoA~2-methyl-acetoacetyl-CoA~2-Methylacetoacetyl-CoA~2-methylacetoacetyl-CoA(4-)~M_2_Methyl_3_acetoacetyl_CoA,C03344,C26H38N7O18P3S~C26H42N7O18P3S,865.15187
Hexanoyl-CoA~Hexanoyl-CoA (n-C6:0CoA),C05270,C27H42N7O17P3S~C27H46N7O17P3S~C27H46N7O18P3S,865.18826
(R)-2-Methyl-3-oxopropanoyl-CoA~(R)-2-Methyl-3-oxopropionyl-CoA~(R)-3-Oxo-2-methylpropanoyl-CoA~(R)-Methylmalonyl-CoA~(R)-methylmalonyl-CoA(5-)~(S)-Methylmalonyl-CoA~(S)-methylmalonyl-CoA(5-)~L-methylmalonyl-CoA~Succinyl coenzyme A~Succinyl-CoA~succinyl-CoA(5-),C00091~C00683~C01213,C25H35N7O19P3S~C25H40N7O19P3S,867.13113
"(2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA~(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA(4-)~(2S.3S)-3-Hydroxy-2-methylbutanoyl-CoA~(S)-3-Hydroxy-2-methylbutyryl-CoA~2-methyl-3-hydroxy-butyryl-CoA~3-hydroxyisovaleryl-CoA~M_3_Hydroxy_2_methyl_butyryl_CoA",C04405~C05998,C26H40N7O18P3S~C26H44N7O18P3S,867.16752
"P1,P4-Bis(5'-guanosyl) tetraphosphate",C01261,C20H28N10O21P4,868.03795
benzoyl-CoA,C00512,C28H36N7O17P3S,871.14131
"(2E)-5-methylhexa-2,4-dienoyl-CoA",C16468,C28H40N7O17P3S,875.17261
3-Isopropylbut-3-enoyl-CoA~5-methylhex-4-enoyl-CoA~cyclohexane-1-carboxyl-CoA,C09823~C11949~C16470,C28H42N7O17P3S,877.18826
Precorrin 3 A~Precorrin 3A~precorrin-3A(7-),C05772,C43H43N4O16~C43H50N4O16,878.32209
"Hydrogenobyrinate a,c diamide~Hydrogenobyrinate a.c diamide~Hydrogenobyrinate diamide~hydrogenobyrinic acid a,c-diamide(4-)~Hydrogenobyrinic acid a.c-diamide",C06503,C45H60N6O12~C45H62N6O12,878.44249
itaconyl-CoA(5-)~mesaconyl-C1-CoA~mesaconyl-C4-CoA~trans-glutaconyl-CoA,C00531~C02411~C06028~C18323,C26H35N7O19P3S,879.13113
3-Ketohexanoyl-CoA~3-Oxohexanoyl-CoA,C05269,C27H40N7O18P3S~C27H44N7O18P3S,879.16752
UDP-N-acetylmuramoyl-L-alanyl-D-glutamate~UDP-N-acetylmuramoyl-L-alanyl-D-glutamate(4-),C00692,C28H39N5O23P2~C28H43N5O23P2,879.182275
heptanoyl-CoA,,C28H48N7O17P3S,879.20391
Hydrogenobyrinate~hydrogenobyrinate(6-)~Hydrogenobyrinic acid~Precorrin 8~Precorrin 8X~precorrin-8X(7-),C06399~C06408,C45H53N4O14~C45H56N4O14~C45H60N4O14,880.41052
(2S)-ethylmalonyl-CoA~(S)-ethylmalonyl-CoA~glutaryl-CoA(5-),C00527~C18026~C20238,C26H37N7O19P3S,881.14678
(S)-3-Hydroxyhexanoyl-CoA~(S)-Hydroxyhexanoyl-CoA,C05268,C27H42N7O18P3S~C27H46N7O18P3S,881.18317
(S)-malyl-CoA,C04348,C25H35N7O20P3S,883.12604
Phenylacetyl-CoA,C00582,C29H42N7O17P3S,885.15696
2-ketocyclohexane-1-carboxyl-CoA~5-methyl-3-oxo-4-hexenoyl-CoA,C09813~C16471,C28H40N7O18P3S,891.16752
(2E)-Octenoyl-CoA~trans-Oct-2-enoyl-CoA,C05276,C29H44N7O17P3S~C29H48N7O17P3S~C29H48N7O18P3S,891.20391
"2,3-dehydroadipyl-CoA~2,3-didehydroadipoyl-CoA~3-Methylglutaconyl-CoA~trans-3-Methylglutaconyl-CoA~trans-3-methylglutaconyl-CoA(5-)",C03231~C14144,C27H37N7O19P3S~C27H42N7O19P3S,893.14678
2-hydroxy-cyclohexane-1-carboxyl-CoA~3-hydroxy-5-methylhex-4-enoyl-CoA,C09812~C16469,C28H42N7O18P3S,893.18317
Octanoyl-CoA~Octanoyl-CoA (n-C8:0CoA)~octanoyl-CoA(4-),C01944,C29H46N7O17P3S~C29H50N7O17P3S,893.21956
Precorrin 3B~precorrin-3B,C06406,C43H44N4O17~C43H50N4O17,894.317
Precorrin 6A~Precorrin 6X~precorrin-6A,C06320,C44H47N4O16~C44H54N4O16,894.35339
"3-hydroxy-5- oxohexanoyl-CoA~cis-3,4-dehydroadipyl-CoA",C14143~C16273,C27H39N7O19P3S~C27H40N7O19P3S,895.16243
Precorrin 6B~Precorrin 6Y~precorrin-6B,C06319,C44H50N4O16~C44H56N4O16,896.36904
(3S)-citramalyl-CoA(5-)~2-hydroxyglutaryl-CoA,C01011~C03058,C26H37N7O20P3S,897.14169
"2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA~4-hydroxyphenylacetyl-CoA~oxepin-CoA",C05338~C19975~C20062,C29H38N7O18P3S,901.15187
"5,6,7,8-tetrahydrosarcinapterin",C18802,C35H48N7O19P,905.30544
"2,3-didehydropimeloyl-CoA",C06723,C28H39N7O19P3S,907.16243
3-Oxooctanoyl-CoA,C05267,C29H44N7O18P3S~C29H48N7O18P3S,907.19882
Nonanoyl-CoA,C01942,C30H52N7O17P3S,907.23521
Precorrin 4~precorrin-4,C06407,C44H45N4O17~C44H52N4O17,908.33265
3-Oxoadipyl-CoA~3-oxoadipyl-CoA(5-),C02232,C27H37N7O20P3S~C27H42N7O20P3S,909.14169
6-Carboxyhexanoyl-CoA~Pimeloyl-CoA~pimeloyl-CoA(5-),C01063,C28H41N7O19P3S~C28H46N7O19P3S,909.17808
(S)-3-Hydroxyoctanoyl-CoA~(S)-Hydroxyoctanoyl-CoA,C05266,C29H46N7O18P3S~C29H50N7O18P3S,909.21447
(3S)-3-hydroxy-3-methylglutaryl-CoA(5-)~(3S)-3-Hydroxyadipyl-CoA~(S)-3-Hydroxy-3-methylglutaryl-CoA~3-Hydroxy-3-methylglutaryl-CoA~3-hydroxyadipyl-CoA~HMG-CoA~Hydroxymethylglutaroyl coenzyme A~Hydroxymethylglutaryl-CoA,C00356~C14145,C27H39N7O20P3S~C27H44N7O20P3S,911.15734
3-oxo-3-phenylpropionyl-CoA,C07118,C30H38N7O18P3S,913.15187
perillyl-coenzyme A,C11929,C31H44N7O17P3S,915.20391
"P1,P5-Bis(5'-adenosyl) pentaphosphate",C04058,C20H29N10O22P5,916.014445
Siroheme,C00748,C42H36FeN4O16~C42H46FeN4O16,916.21008
"cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA~cis-geranoyl-CoA(4-)~trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA",C11945~C11946~C16465,C31H46N7O17P3S,917.21956
7-methyl-3-oxooct-6-enoyl-CoA,C16466,C30H44N7O18P3S,919.19882
Cobalt-precorrin 2~Cobalt-sirohydrochlorin,C11538,C42H44CoN4O16,919.20834
(2E)-Decenoyl-CoA~trans-Dec-2-enoyl-CoA,C05275,C31H48N7O17P3S~C31H52N7O17P3S,919.23521
5-methyltetrahydrosarcinapterin(4-),C18799,C36H50N7O19P,919.32109
2-naphthoyl-CoA,C14120,C32H38N7O17P3S,921.15696
Decanoyl-CoA~Decanoyl-CoA (n-C10:0CoA),C05274,C31H50N7O17P3S~C31H54N7O17P3S,921.25086
Precorrin 5~precorrin-5,C06416,C45H47N4O17~C45H54N4O17,922.3483
3-oxopimeloyl-CoA(5-),C06715,C28H39N7O20P3S,923.15734
Cobalt-precorrin 7,C16244,C44H57CoN4O14,924.320245
3-hydroxypimeloyl-CoA(5-),C06714,C28H41N7O20P3S,925.17299
Bactoprenyl diphosphate~di-trans.poly-cis-Undecaprenyl diphosphate~Undecaprenyl diphosphate~Undecaprenyldiphosphate,C04574,C55H92O7P2,926.63179
Triacylglycerol,,C60H116O6,932.87716
"2,6-Dimethyl-5-methylene-3-oxo-heptanoyl-CoA~2-hydroxy-4-isopropenylcyclohexane-1-carbonyl-CoA",C11934~C11948,C31H46N7O18P3S,933.21447
cobalt-factor III,C17401,C43H38N4O16Co,933.22399
"3-oxo-5,6-dehydrosuberyl-CoA",C19945,C29H39N7O20P3S,935.15734
"3-Hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA~3-Oxodecanoyl-CoA",C05265~C11947,C31H48N7O18P3S~C31H52N7O18P3S,935.23012
Cobalt-precorrin 3~cobalt-precorrin-3,C11539,C43H40N4O16Co~C43H48CoN4O16,935.23964
undecanoyl-CoA,,C32H56N7O17P3S,935.26651
"Cob(I)yrinate a,c diamide~cob(I)yrinate a,c-diamide~Cob(I)yrinate a.c diamide~Cob(I)yrinate diamide~Cob(I)yrinic acid a.c-diamide~Cob(II)yrinate a,c diamide~cob(II)yrinate a,c-diamide~Cob(II)yrinate a.c diamide~Cob(II)yrinate diamide~Cob(II)yrinic acid a.c-diamide",C06504~C06505,C45H56N6O12Co~C45H61CoN6O12,936.367865
(S)-3-Hydroxydecanoyl-CoA~(S)-Hydroxydecanoyl-CoA,C05264,C31H50N7O18P3S~C31H54N7O18P3S,937.24577
Cobalt-precorrin 8~cobalt-precorrin-8X~Cobyrinate~Cobyrinic acid,C05773~C11545,C45H52CoN4O14~C45H53N4O14Co~C45H59CoN4O14,938.335895
"(2-trans,6-cis)-dodeca-2,6-dienoyl-CoA~cis,cis-dodeca-3,6-dienoyl-CoA",C05279~C05280,C33H50N7O17P3S,945.25086
(2E)-Dodec-2-enoyl-CoA~(2E)-Dodecenoyl-CoA~2-trans-Dodecenoyl-CoA~CIS-DELTA-3-DODECANOYL-COA~TRANS-DELTA-2-DODECANOYL-COA~trans-Dodec-2-enoyl-CoA~trans-dodec-2-enoyl-CoA(4-),C03221,C33H52N7O17P3S~C33H56N7O17P3S,947.26651
Cobalt-precorrin 4~cobalt-precorrin-4,C11540,C44H43CoN4O16~C44H50CoN4O16,949.25529
ddcoa~Dodecanoyl-CoA~Dodecanoyl-CoA (n-C12:0CoA)~Lauroyl coenzyme A~Lauroyl-CoA~lauroyl-CoA(4-),C01832,C33H54N7O17P3S~C33H58N7O17P3S,949.28216
Cobalt-precorrin 6~Cobalt-precorrin 6A~cobalt-precorrin-6A,C11542,C44H45CoN4O16~C44H53CoN4O16,952.278765
"1,4-dihydroxy-2-naphthoyl-CoA(4-)~1,4-dihydroxy-2-napthoyl-CoA~1.4-Dihydroxy-2-naphthoyl-CoA",C15547,C32H38N7O19P3S~C32H42N7O19P3S,953.14678
Cobalt-dihydro-precorrin 6~Cobalt-precorrin 6B~cobalt-precorrin-6B,C11543,C44H47CoN4O16~C44H55CoN4O16,954.294415
jasmonoyl-CoA,C16339,C33H48N7O18P3S,959.23012
3-Oxododecanoyl-CoA~3-oxolauroyl-CoA,C05263,C33H52N7O18P3S~C33H56N7O18P3S,963.26142
tridecanoyl-CoA,,C34H60N7O17P3S,963.29781
Cobalt-precorrin 5~Cobalt-precorrin 5A~cobalt-precorrin-5,C11541,C45H53CoN4O16,964.278765
(S)-3-Hydroxydodecanoyl-CoA~(S)-3-hydroxylauroyl-CoA~TRANSDELTA2HYDROXYDODECANOYLCOA,~C05262,C33H54N7O18P3S~C33H58N7O18P3S,965.27707
2-Succinylbenzoyl-CoA~O-Succinylbenzoyl-CoA~Succinylbenzoyl-CoA,C03160,C32H44N7O20P3S,971.15734
(2E)-Tetradecenoyl-CoA~CIS-DELTA-5-TETRADECANOYL-COA~trans-Tetradec-2-enoyl-CoA~trans-Tetradec-2-enoyl-CoA phosphate. n=30),~C05273,C35H56N7O17P3S~C35H60N7O17P3S,975.29781
Myristoyl-CoA~myristoyl-CoA(4-)~Tetradecanoyl-CoA~Tetradecanoyl-CoA (n-C14:0CoA),C02593,C35H58N7O17P3S~C35H62N7O17P3S,977.31346
3-hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA(5-),C04675,C32H47N7O20P3S,979.21994
OPC4-trans-2-enoyl-CoA,C16336,C35H50N7O18P3S,985.24577
"(2E)-3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-inden-4-yl]prop-2-enoyl-CoA~3-[(3aS,4S,7aS)-7a-Methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl-CoA;",,C34H52N7O19P3S,987.22503
OPC4-CoA,C16335,C35H52N7O18P3S,987.26142
"5-hydroxy-3-[(3aS,4S,5R,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl-CoA",,C34H54N7O19P3S,989.24068
Cobinamide,C05774,C48H72CoN11O8,989.48965
Maltohexaose,C01936,C36H62O31,990.32736
decaprenylphoshoryl-5-phosphoribose,,C55H92P2O11,990.61143
arabinofuranose-decaprenylphosphate,,C55H92O11P2,990.61143
3-Oxotetradecanoyl-CoA,C05261,C35H56N7O18P3S~C35H60N7O18P3S,991.29272
Pentadecanoyl-CoA,,C36H64N7O17P3S,991.32911
(S)-3-Hydroxytetradecanoyl-CoA,C05260,C35H58N7O18P3S~C35H62N7O18P3S,993.30837
CDP-diacylglycerol,,C47H87N3O15P2,995.561155
OPC4-3-ketoacyl-CoA,C16338,C35H50N7O19P3S,1001.24068
"3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-inden-4-yl]-3-oxopropanoyl-CoA",,C34H52N7O20P3S,1003.21994
(2E)-Hexadecenoyl-CoA~(E)-hexadec-2-enoyl-CoA~cis-9-Hexadecenoyl-CoA~Hexadecenoyl-CoA (n-C16:1CoA)~trans-2-Hexadecenoyl-CoA~trans-Hexadec-2-enoyl-CoA,C05272,C37H60N7O17P3S~C37H64N7O17P3S,1003.32911
"3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-inden-4-yl]-3-hydroxypropanoyl-CoA",,C34H54N7O20P3S,1005.23559
Hexadecanoyl-CoA~Palmitoyl-CoA~Palmitoyl-CoA (n-C16:0CoA),C00154,C37H62N7O17P3S~C37H66N7O17P3S,1005.34476
UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-L-lysine(3-),C05892,C34H52N7O24P2,1007.277225
D-Mannosyl-1-phosphoundecaprenol,C15542,C61H101O9P,1008.718275
OPC6-trans-2-enoyl-CoA,C16332,C37H54N7O18P3S,1013.27707
acyl phosphatidylinositol mannoside mannose~PIM1,,C50H95O18P,1014.625515
OPC6-CoA,C16331,C37H56N7O18P3S,1015.29272
"UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine",C04652,C43H77N3O20P2,1017.457455
3-Ketopalmitoyl-CoA~3-Oxohexadecanoyl-CoA~3-Oxopalmitoyl-CoA~3-oxopalmitoyl-CoA(4-),C05259,C37H60N7O18P3S~C37H64N7O18P3S,1019.32402
heptadecanoyl-CoA,,C38H68N7O17P3S,1019.36041
(S)-3-Hydroxyhexadecanoyl-CoA~(S)-3-hydroxypalmitoyl-CoA,C05258,C37H62N7O18P3S~C37H66N7O18P3S,1021.33967
OPC6-3-ketoacyl-CoA,C16334,C37H54N7O19P3S,1029.27198
Octadecenoyl-CoA (n-C18:1CoA)~Oleoyl-CoA~trans-Octadec-2-enoyl-CoA,C00510~C16218,C39H64N7O17P3S~C39H68N7O17P3S,1031.36041
Stearoyl-CoA~Stearoyl-CoA (n-C18:0CoA)~Stearyl coenzyme A~Stearyl-CoA~Stearyl-CoA (n-C18:0CoA)~strcoa,C00412,C39H66N7O17P3S~C39H70N7O17P3S,1033.37606
OPC8-trans-2-enoyl-CoA,C16328,C39H58N7O18P3S,1041.30837
OPC8-CoA,C16327,C39H60N7O18P3S,1043.32402
3-Oxooctadecanoyl-CoA~3-oxooctadecanoyl-CoA(4-),C16216,C39H64N7O18P3S~C39H68N7O18P3S,1047.35532
nonadecanoyl-COA,,C40H72N7O17P3S,1047.39171
(S)-3-Hydroxyoctadecanoyl-CoA~3-hydroxyoctadecanoyl-CoA(4-),C16217,C39H66N7O18P3S~C39H70N7O18P3S,1049.37097
"UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminoheptanedioate(4-)~UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate~UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2-6-diaminopimelate~UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2.6- diaminopimelate~UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2.6-diamino- heptanedioate~UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2.6-diaminopimelate~UDP-N-aceylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate",C04877,C35H51N7O26P2~C35H55N7O26P2,1051.267045
OPC8-3-ketoacyl-CoA,C16330,C39H58N7O19P3S,1057.30328
Eicosanoyl-CoA,C02041,C41H74N7O17P3S,1061.40736
"19,31-cp-C52-acyl-AMP",,C62H112N5O8P,1085.82479
Docosanoyl-CoA,C16528,C43H78N7O17P3S,1089.43866
CoA-20-ene-cholest-4-en-3-one C5 side chain,,C43H64N7O18P3S,1091.32402
CoA-cholest-4-en-3-one C3 side chain,,C43H66N7O18P3S,1093.33967
"Trans-2-all-cis-6,9,12,15,18,21-tetracosaheptaenoyl-CoA",C16374,C45H64N7O17P3S,1103.36041
"(2E,6Z,9Z,12Z,15Z,18Z)-Tetracosahexa-2,6,9,12,15,18-enoyl-CoA~(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA",C16168~C16387,C45H66N7O17P3S,1105.37606
"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA",C16172,C45H68N7O17P3S,1107.39171
CoA-20-hydroxy-cholest-4-en-3-one C5 side chain,,C43H66N7O19P3S,1109.33458
"19,31-cp-C54-acyl-AMP",,C64H116N5O8P,1113.85609
Tetracosanoyl-CoA,C16529,C45H82N7O17P3S,1117.46996
CoA-22-ene-cholest-4-en-3-one C5 side chain,,C45H68N7O18P3S,1119.35532
"(3S)-Hydroxy-tetracosa-6,9,12,15,18,21-all-cis-hexaenoyl-CoA~CoA-cholest-4-en-3-one C5 side chain",~C16375,C45H66N7O18P3S~C45H70N7O18P3S,1121.37097
"UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate-D-alanine",C04804,C38H60N8O27P2,1122.30415
"(6Z,9Z,12Z,15Z,18Z)-3-Hydroxytetracosapenta-6,9,12,15,18-enoyl-CoA",C16388,C45H68N7O18P3S,1123.38662
N-Acetyl-D-glucosaminyldiphosphoundecaprenol~Undecaprenyl diphospho N-acetyl-glucosamine,C01289,C63H105NO12P2,1129.711135
CoA-22-one-cholest-4-en-3-one C5 side chain,,C45H68N7O19P3S,1135.35023
alpha-mycolate C78 (26),,C78H152O3,1137.17413
CoA-22-hydroxy-cholest-4-en-3-one C5 side chain,,C45H70N7O19P3S,1137.36588
"19,31-cp-C56-acyl-AMP",,C66H120N5O8P,1141.88739
hexacosanoyl-CoA,,C47H86N7O17P3S,1145.50126
UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine~UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D- alanine~UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine~UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala),C04702,C40H62N9O26P2~C40H65N9O26P2,1149.351435
CoA-24-ene-cholest-4-en-3-one C8 side chain,,C48H74N7O18P3S,1161.40227
CoA-cholest-4-en-3-one C8 side chain,,C48H76N7O18P3S,1163.41792
alpha-mycolate C80 (26),,C80H156O3,1165.20543
octacosanoyl-COA,,C49H90N7O17P3S,1173.53256
PIM2,,C56H105O23P,1176.678315
CoA-24-one-cholest-4-en-3-one C8 side chain,,C48H74N7O19P3S,1177.39718
CoA-24-hydroxy-cholest-4-en-3-one C8 side chain,,C48H76N7O19P3S,1179.41283
Adenosyl cobyrinate hexaamide~adenosyl-cobyric acid~adenosylcobyrate~Adenosylcobyric acid,C06507,C55H76CoN15O11~C55H77CoN15O11,1182.525785
"(25R)-3alpha,7alpha-dihydroxy-5beta-cholestan-26-oyl-CoA(4-)~(25S)-3alpha,7alpha-dihydroxy-5beta-cholestanoyl-CoA",C17345~C17346,C48H76N7O19P3S,1183.44413
"Adenosyl cobyrinate a,c diamide~Adenosyl cobyrinate a.c diamide~Adenosyl cobyrinate diamide~Adenosyl cobyrinic acid a,c diamide~Adenosylcob(III)yrinic acid a.c-diamide~Adenosylcobyrinic acid a.c-diamide",C06506,C55H73CoN11O15,1186.461845
2-carboxyl-C26-acyl-CoA,,C48H86N7O19P3S,1189.49108
alpha-mycolate C82 (26),,C82H160O3,1193.23673
"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl- D-alanine~UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine~UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-Llysyl-D-alanyl-D-alanine~UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine~UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine~UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2.6-diaminopimeloyl-D- alanyl-D-alanine~UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2.6-diaminopimeloyl-D-alanyl-D-alanine",C04882,C41H61N9O28P2~C41H65N9O28P2,1193.341255
"(25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oyl-CoA(4-)~(25S)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoyl-CoA",C15613~C17343,C48H76N7O20P3S,1199.43904
cis-methoxy-C59-meroacyl-cp-AMP,,C69H128N5O9P,1201.9449
cis-keto-C60-meroacyl-AMP,,C70H128N5O9P,1213.9449
Pentamethyl-tricontanoyl-CoA,,C52H96N7O17P3S,1215.57951
cis-methoxy-C61-meroacyl-cp-AMP,,C71H132N5O9P,1229.9762
SL1278_(SL-1_precursor),,C67H128O17S,1236.88714
Adenosyl cobinamide~adenosylcobinamide,C06508,C58H83CoN16O11~C58H84CoN16O11,1239.58363
methoxy-mycolate C85 (26),,C85H168O4,1253.29424
keto-mycolate C86 (26),,C86H168O4,1265.29424
Rha-GlcNAc-DPP,,C69H115NO16P2,1275.769025
methoxy-mycolate C87 (26),,C87H172O4,1281.32554
"alpha,alpha-Trehalose 6,6-bismycolate",C04465,C76H142O15,1295.0348
Adenosyl cobinamide phosphate~adenosylcobinamide phosphate(1-),C06509,C58H83CoN16O14P~C58H84CoN16O14P,1319.549945
Lipid A Disaccharide,C04932,C68H129N2O20P,1324.887525
Cob(II)alamin,C00541,C62H88CoN13O14P,1328.56421
Cbl~Cob(I)alamin~Vitamin B12s,C00853,C62H89CoN13O14P,1329.572035
N-Acetyl-beta-D-mannosaminyl-1.4-N-acetyl-D- glucosaminyldiphosphoundecaprenol,C04881,C71H118N2O17P2,1332.79048
hydroxyphthioceranoyl-CoA,,C60H112N7O18P3S,1343.69962
Aquacob(III)alamin,C00992,C62H90CoN13O15P,1346.57477
phthiodiolone dimycocerosate DIMB~phthiodiolone dimycocerosate DIMB membrane associated,,C94H184O5,1393.41435
phthiotriol dimycocerosate,,C94H186O5,1395.43
phthiodiocerol dimycocerosate DIMA~phthiodiocerol dimycocerosate DIMA membrane associated,,C95H188O5,1409.44565
acyl phosphatidylinositol mannoside di-mannose,,C72H135O24P,1414.907975
Cardiolipin,,C79H154O17P2,1437.06604
Phenol-phthiodiolone dimycocerosate PHDIMB~Phenol-phthiodiolone dimycocerosate PHDIMB membrane associated,,C101H190O6,1499.45621
Phenol-phthiotriol dimycocerosate,,C101H192O6,1501.47186
Phenol-phthiodiocerol dimycocerosate PHDIMA~Phenol-phthiodiocerol dimycocerosate PHDIMA membrane associated,,C102H194O6,1515.48751
acyl phosphatidylinositol mannoside tri-mannose,,C78H145O29P,1576.960775
(5&#39;-Deoxy-5&#39;-adenosyl)cobamide coenzyme~(5.6-Dimethylbenzimidazolyl)cobamide coenzyme~5&#39;-Deoxy-5&#39;-adenosyl vitamin B12~5&#39;-Deoxy-5&#39;-adenosyl-5.6-dimethylbenzimidazolylcobamide~5&#39;-Deoxy-5&#39;-adenosylcobalamin~5.6-Dimethylbenzimidazolyl-5-deoxyadenosyl-cobamide~5.6-Dimethylbenzimidazolyl-Co-5&#39;-deoxy-5&#39;-adenosylcobamide~Adenosylcobalamin~alpha-(5.6-Dimethylbenzimidazolyl)cobamide coenzyme~Calomide~Cobalamin coenzyme~Cobamamide~Cobamide coenzyme~Coenzyme B12~Deoxyadenosylcobalamin~Dibencozide~DMBC coenzyme~Funacomide~Vitamin B12 coenzyme,C00194,C72H100CoN18O17P,1578.65819
cytoplasmic_trehalosemonomycolate-P,,C94H181O16P,1597.308645
KDO-lipid IV(A),C06024,C76H142N2O30P2,1624.91211
di-acyl phosphatidylinositol mannoside di-mannose,,C88H165O25P,1653.137635
Adenosine-GDP-cobinamide~Adenosylcobinamide-GDP,C06510,C68H95CoN21O21P2~C68H96CoN21O21P2~C68H97CoN21O21P2,1664.597325
